timestamp_utc,open,high,low,close
2025-10-21 11:15:00+00:00,1.16239,1.162595,1.16182,1.161995
2025-10-21 11:30:00+00:00,1.161995,1.162399,1.161735,1.16179
2025-10-21 11:45:00+00:00,1.16179,1.161845,1.160925,1.161275
2025-10-21 12:00:00+00:00,1.161275,1.16167,1.160445,1.160705
2025-10-21 12:15:00+00:00,1.160705,1.16106,1.16034,1.16054
2025-10-21 12:30:00+00:00,1.16054,1.160985,1.160205,1.160615
2025-10-21 12:45:00+00:00,1.160615,1.1612,1.160275,1.16112
2025-10-21 13:00:00+00:00,1.16112,1.16135,1.160815,1.161145
2025-10-21 13:15:00+00:00,1.161145,1.16162,1.16085,1.16113
2025-10-21 13:30:00+00:00,1.16113,1.1617,1.160815,1.16096
2025-10-21 13:45:00+00:00,1.16096,1.161475,1.16026,1.161265
2025-10-21 14:00:00+00:00,1.161265,1.161475,1.160555,1.161235
2025-10-21 14:15:00+00:00,1.161235,1.161815,1.16106,1.16136
2025-10-21 14:30:00+00:00,1.16136,1.16143,1.159975,1.160035
2025-10-21 14:45:00+00:00,1.160035,1.160635,1.159775,1.160445
2025-10-21 15:00:00+00:00,1.160445,1.161095,1.16041,1.160875
2025-10-21 15:15:00+00:00,1.160875,1.16162,1.160865,1.16161
2025-10-21 15:30:00+00:00,1.16161,1.161625,1.160855,1.161225
2025-10-21 15:45:00+00:00,1.161225,1.16167,1.161074,1.16152
2025-10-21 16:00:00+00:00,1.16152,1.16246,1.161405,1.16177
2025-10-21 16:15:00+00:00,1.16177,1.16177,1.161205,1.16162
2025-10-21 16:30:00+00:00,1.161619,1.161775,1.161085,1.161279
2025-10-21 16:45:00+00:00,1.161279,1.16137,1.16079,1.160895
2025-10-21 17:00:00+00:00,1.160895,1.16101,1.160545,1.16079
2025-10-21 17:15:00+00:00,1.16079,1.16086,1.16033,1.16034
2025-10-21 17:30:00+00:00,1.16034,1.16055,1.16025,1.160385
2025-10-21 17:45:00+00:00,1.160385,1.16048,1.160145,1.160395
2025-10-21 18:00:00+00:00,1.160395,1.16074,1.160395,1.160635
2025-10-21 18:15:00+00:00,1.160635,1.16076,1.160355,1.160485
2025-10-21 18:30:00+00:00,1.160485,1.160865,1.160485,1.16061
2025-10-21 18:45:00+00:00,1.16061,1.16078,1.16047,1.16051
2025-10-21 19:00:00+00:00,1.16051,1.160775,1.16051,1.160615
2025-10-21 19:15:00+00:00,1.160615,1.16065,1.160275,1.16031
2025-10-21 19:30:00+00:00,1.16031,1.16056,1.160215,1.160505
2025-10-21 19:45:00+00:00,1.160505,1.160615,1.160005,1.16007
2025-10-21 20:00:00+00:00,1.16007,1.160125,1.159925,1.16
2025-10-21 20:15:00+00:00,1.16,1.160025,1.15991,1.15996
2025-10-21 20:30:00+00:00,1.15996,1.160305,1.159905,1.1601
2025-10-21 20:45:00+00:00,1.1601,1.16027,1.15994,1.159945
2025-10-21 21:00:00+00:00,1.159945,1.160185,1.159895,1.1601
2025-10-21 21:15:00+00:00,1.1601,1.16037,1.1601,1.160305
2025-10-21 21:30:00+00:00,1.160305,1.16047,1.16027,1.16035
2025-10-21 21:45:00+00:00,1.16035,1.160575,1.160325,1.16049
2025-10-21 22:00:00+00:00,1.16049,1.16051,1.16003,1.16008
2025-10-21 22:15:00+00:00,1.16008,1.160195,1.160015,1.160135
2025-10-21 22:30:00+00:00,1.160135,1.16021,1.16011,1.160135
2025-10-21 22:45:00+00:00,1.160135,1.160215,1.159955,1.16003
2025-10-21 23:00:00+00:00,1.16003,1.16015,1.15995,1.16006
2025-10-21 23:15:00+00:00,1.16006,1.160075,1.15996,1.16001
2025-10-21 23:30:00+00:00,1.16001,1.160185,1.159995,1.160124
2025-10-21 23:45:00+00:00,1.160125,1.16015,1.159905,1.15995
2025-10-22 00:00:00+00:00,1.15995,1.16059,1.15995,1.160575
2025-10-22 00:15:00+00:00,1.160575,1.160785,1.160395,1.16071
2025-10-22 00:30:00+00:00,1.16071,1.1608,1.1605,1.160615
2025-10-22 00:45:00+00:00,1.160615,1.16069,1.16045,1.160475
2025-10-22 01:00:00+00:00,1.160475,1.16093,1.16043,1.1607
2025-10-22 01:15:00+00:00,1.1607,1.16075,1.16028,1.16031
2025-10-22 01:30:00+00:00,1.16031,1.16056,1.160145,1.160415
2025-10-22 01:45:00+00:00,1.160415,1.16061,1.160365,1.1605
2025-10-22 02:00:00+00:00,1.1605,1.160965,1.16049,1.16086
2025-10-22 02:15:00+00:00,1.16086,1.16097,1.160755,1.16079
2025-10-22 02:30:00+00:00,1.16079,1.16105,1.160655,1.161004
2025-10-22 02:45:00+00:00,1.161005,1.16111,1.16081,1.16085
2025-10-22 03:00:00+00:00,1.16085,1.160905,1.16066,1.16069
2025-10-22 03:15:00+00:00,1.16069,1.16072,1.16047,1.160545
2025-10-22 03:30:00+00:00,1.160545,1.160825,1.16049,1.160815
2025-10-22 03:45:00+00:00,1.160815,1.16091,1.16069,1.16071
2025-10-22 04:00:00+00:00,1.16071,1.16091,1.160615,1.16078
2025-10-22 04:15:00+00:00,1.16078,1.160885,1.160485,1.16064
2025-10-22 04:30:00+00:00,1.16064,1.160855,1.16064,1.16082
2025-10-22 04:45:00+00:00,1.16082,1.16097,1.1608,1.16092
2025-10-22 05:00:00+00:00,1.16092,1.16143,1.160915,1.161365
2025-10-22 05:15:00+00:00,1.161365,1.161485,1.16125,1.161425
2025-10-22 05:30:00+00:00,1.161425,1.16158,1.16126,1.16132
2025-10-22 05:45:00+00:00,1.16132,1.161475,1.16119,1.161365
2025-10-22 06:00:00+00:00,1.161365,1.16142,1.16046,1.16065
2025-10-22 06:15:00+00:00,1.16065,1.161195,1.160435,1.16096
2025-10-22 06:30:00+00:00,1.16096,1.161495,1.160845,1.161195
2025-10-22 06:45:00+00:00,1.161195,1.161435,1.16069,1.16096
2025-10-22 07:00:00+00:00,1.16096,1.16129,1.160085,1.16035
2025-10-22 07:15:00+00:00,1.16035,1.16072,1.159965,1.160155
2025-10-22 07:30:00+00:00,1.160155,1.160575,1.160115,1.160425
2025-10-22 07:45:00+00:00,1.160425,1.16064,1.160065,1.16008
2025-10-22 08:00:00+00:00,1.16008,1.16008,1.159125,1.15916
2025-10-22 08:15:00+00:00,1.15916,1.1599,1.15898,1.159675
2025-10-22 08:30:00+00:00,1.159675,1.159675,1.15913,1.159225
2025-10-22 08:45:00+00:00,1.159225,1.16004,1.159195,1.15976
2025-10-22 09:00:00+00:00,1.15976,1.16021,1.159675,1.159885
2025-10-22 09:15:00+00:00,1.159885,1.1599,1.15924,1.159645
2025-10-22 09:30:00+00:00,1.159645,1.15985,1.159479,1.159619
2025-10-22 09:45:00+00:00,1.15962,1.15971,1.15937,1.15948
2025-10-22 10:00:00+00:00,1.15948,1.15971,1.158995,1.159165
2025-10-22 10:15:00+00:00,1.159165,1.15925,1.158545,1.15864
2025-10-22 10:30:00+00:00,1.15864,1.158685,1.158315,1.158569
2025-10-22 10:45:00+00:00,1.15857,1.15889,1.15847,1.15859
2025-10-22 11:00:00+00:00,1.15859,1.15893,1.158505,1.158715
2025-10-22 11:15:00+00:00,1.158715,1.15886,1.15844,1.158455
2025-10-22 11:30:00+00:00,1.158455,1.158855,1.158255,1.15845
2025-10-22 11:45:00+00:00,1.15845,1.158745,1.158245,1.15825
2025-10-22 12:00:00+00:00,1.15825,1.15905,1.158235,1.15904
2025-10-22 12:15:00+00:00,1.15904,1.159165,1.158155,1.158615
2025-10-22 12:30:00+00:00,1.158615,1.15876,1.157995,1.158024
2025-10-22 12:45:00+00:00,1.158024,1.15882,1.157705,1.158305
2025-10-22 13:00:00+00:00,1.158305,1.158785,1.158185,1.15846
2025-10-22 13:15:00+00:00,1.15846,1.1591,1.158245,1.15904
2025-10-22 13:30:00+00:00,1.159039,1.15977,1.15897,1.1594
2025-10-22 13:45:00+00:00,1.1594,1.15964,1.159235,1.15948
2025-10-22 14:00:00+00:00,1.15948,1.159985,1.15924,1.159485
2025-10-22 14:15:00+00:00,1.159485,1.160355,1.159275,1.160295
2025-10-22 14:30:00+00:00,1.160295,1.160345,1.159815,1.160235
2025-10-22 14:45:00+00:00,1.160235,1.16116,1.15998,1.16112
2025-10-22 15:00:00+00:00,1.16112,1.161645,1.160865,1.16108
2025-10-22 15:15:00+00:00,1.16108,1.16163,1.160915,1.1613
2025-10-22 15:30:00+00:00,1.1613,1.161695,1.160925,1.16147
2025-10-22 15:45:00+00:00,1.16147,1.16153,1.160965,1.161125
2025-10-22 16:00:00+00:00,1.161125,1.16147,1.161035,1.161355
2025-10-22 16:15:00+00:00,1.161355,1.1616,1.16133,1.16158
2025-10-22 16:30:00+00:00,1.16158,1.162259,1.161535,1.16188
2025-10-22 16:45:00+00:00,1.16188,1.162215,1.161755,1.161955
2025-10-22 17:00:00+00:00,1.161955,1.162065,1.16126,1.161585
2025-10-22 17:15:00+00:00,1.161585,1.16183,1.1614,1.16162
2025-10-22 17:30:00+00:00,1.161619,1.161875,1.161379,1.161619
2025-10-22 17:45:00+00:00,1.161619,1.1617,1.16141,1.16147
2025-10-22 18:00:00+00:00,1.16147,1.16157,1.16133,1.161465
2025-10-22 18:15:00+00:00,1.161465,1.161545,1.161315,1.161385
2025-10-22 18:30:00+00:00,1.161385,1.161425,1.16082,1.160825
2025-10-22 18:45:00+00:00,1.160825,1.16103,1.160765,1.16092
2025-10-22 19:00:00+00:00,1.16092,1.16102,1.160605,1.16098
2025-10-22 19:15:00+00:00,1.16098,1.16112,1.160775,1.16078
2025-10-22 19:30:00+00:00,1.16078,1.16082,1.16062,1.16073
2025-10-22 19:45:00+00:00,1.16073,1.16075,1.16048,1.1606
2025-10-22 20:00:00+00:00,1.1606,1.161055,1.16058,1.16104
2025-10-22 20:15:00+00:00,1.16104,1.161095,1.16088,1.16103
2025-10-22 20:30:00+00:00,1.16103,1.1611,1.16079,1.161039
2025-10-22 20:45:00+00:00,1.16104,1.161105,1.160885,1.161105
2025-10-22 21:00:00+00:00,1.161105,1.16119,1.16095,1.16102
2025-10-22 21:15:00+00:00,1.16102,1.161105,1.160975,1.161065
2025-10-22 21:30:00+00:00,1.161065,1.16122,1.161065,1.1612
2025-10-22 21:45:00+00:00,1.1612,1.161305,1.16117,1.161275
2025-10-22 22:00:00+00:00,1.161275,1.1614,1.161125,1.16138
2025-10-22 22:15:00+00:00,1.161379,1.16147,1.161305,1.161309
2025-10-22 22:30:00+00:00,1.161309,1.16132,1.161225,1.161245
2025-10-22 22:45:00+00:00,1.161245,1.16132,1.16119,1.161245
2025-10-22 23:00:00+00:00,1.161245,1.161275,1.16087,1.16087
2025-10-22 23:15:00+00:00,1.16087,1.16102,1.16082,1.16084
2025-10-22 23:30:00+00:00,1.160839,1.16092,1.16076,1.16082
2025-10-22 23:45:00+00:00,1.16082,1.16088,1.16068,1.16073
2025-10-23 00:00:00+00:00,1.16073,1.16075,1.16011,1.16021
2025-10-23 00:15:00+00:00,1.16021,1.16022,1.15977,1.15998
2025-10-23 00:30:00+00:00,1.15998,1.160259,1.15998,1.16019
2025-10-23 00:45:00+00:00,1.16019,1.160645,1.160185,1.16042
2025-10-23 01:00:00+00:00,1.16042,1.16056,1.16015,1.160155
2025-10-23 01:15:00+00:00,1.160155,1.16032,1.15994,1.15999
2025-10-23 01:30:00+00:00,1.159989,1.16015,1.1599,1.160059
2025-10-23 01:45:00+00:00,1.16006,1.1603,1.159765,1.1598
2025-10-23 02:00:00+00:00,1.1598,1.15984,1.159575,1.159795
2025-10-23 02:15:00+00:00,1.159795,1.15996,1.15969,1.15976
2025-10-23 02:30:00+00:00,1.15976,1.159765,1.15953,1.15958
2025-10-23 02:45:00+00:00,1.15958,1.15975,1.159555,1.159675
2025-10-23 03:00:00+00:00,1.159675,1.15976,1.1596,1.15971
2025-10-23 03:15:00+00:00,1.15971,1.159865,1.15965,1.15967
2025-10-23 03:30:00+00:00,1.15967,1.159784,1.15956,1.1596
2025-10-23 03:45:00+00:00,1.1596,1.15962,1.15921,1.15929
2025-10-23 04:00:00+00:00,1.15929,1.15936,1.15907,1.15936
2025-10-23 04:15:00+00:00,1.15936,1.15957,1.15936,1.15953
2025-10-23 04:30:00+00:00,1.15953,1.159725,1.1595,1.159675
2025-10-23 04:45:00+00:00,1.159675,1.159935,1.15963,1.1599
2025-10-23 05:00:00+00:00,1.1599,1.159955,1.159785,1.15982
2025-10-23 05:15:00+00:00,1.15982,1.16002,1.15969,1.15997
2025-10-23 05:30:00+00:00,1.15997,1.15997,1.159725,1.15987
2025-10-23 05:45:00+00:00,1.15987,1.16042,1.15987,1.160155
2025-10-23 06:00:00+00:00,1.160155,1.160405,1.159885,1.160025
2025-10-23 06:15:00+00:00,1.160025,1.160315,1.15981,1.15989
2025-10-23 06:30:00+00:00,1.159889,1.16007,1.159065,1.159455
2025-10-23 06:45:00+00:00,1.159455,1.159905,1.159315,1.159445
2025-10-23 07:00:00+00:00,1.159445,1.15971,1.15923,1.15952
2025-10-23 07:15:00+00:00,1.15952,1.160075,1.159395,1.15955
2025-10-23 07:30:00+00:00,1.159549,1.1597,1.1591,1.159514
2025-10-23 07:45:00+00:00,1.159515,1.16015,1.159365,1.160015
2025-10-23 08:00:00+00:00,1.160015,1.160485,1.159855,1.16017
2025-10-23 08:15:00+00:00,1.16017,1.160625,1.159955,1.160395
2025-10-23 08:30:00+00:00,1.160394,1.16044,1.15973,1.159855
2025-10-23 08:45:00+00:00,1.159855,1.15986,1.159285,1.15963
2025-10-23 09:00:00+00:00,1.15963,1.15985,1.159385,1.15956
2025-10-23 09:15:00+00:00,1.15956,1.16004,1.159495,1.15994
2025-10-23 09:30:00+00:00,1.15994,1.15995,1.159484,1.159684
2025-10-23 09:45:00+00:00,1.159685,1.159755,1.15931,1.15937
2025-10-23 10:00:00+00:00,1.15937,1.1594,1.159205,1.15933
2025-10-23 10:15:00+00:00,1.15933,1.1595,1.159145,1.15922
2025-10-23 10:30:00+00:00,1.15922,1.15937,1.159015,1.159035
2025-10-23 10:45:00+00:00,1.159035,1.159155,1.15855,1.15879
2025-10-23 11:00:00+00:00,1.15879,1.158975,1.15855,1.15874
2025-10-23 11:15:00+00:00,1.15874,1.158835,1.158535,1.158745
2025-10-23 11:30:00+00:00,1.158745,1.1593,1.15859,1.15913
2025-10-23 11:45:00+00:00,1.15913,1.159145,1.15864,1.15872
2025-10-23 12:00:00+00:00,1.15872,1.15938,1.15872,1.15913
2025-10-23 12:15:00+00:00,1.15913,1.15926,1.15866,1.159135
2025-10-23 12:30:00+00:00,1.159135,1.1601,1.1591,1.15998
2025-10-23 12:45:00+00:00,1.15998,1.16061,1.159965,1.16008
2025-10-23 13:00:00+00:00,1.16008,1.16033,1.15981,1.160065
2025-10-23 13:15:00+00:00,1.160065,1.16048,1.16001,1.16038
2025-10-23 13:30:00+00:00,1.16038,1.16107,1.16035,1.160669
2025-10-23 13:45:00+00:00,1.16067,1.16085,1.16037,1.160695
2025-10-23 14:00:00+00:00,1.160695,1.161485,1.160585,1.16133
